"","name","longitude","latitude","scientificName","genus","species","dateIdentified","elevation","stateProvince","year","month","day","eventDate","countryCode","eventTime","endDayOfYear"
"2317","Aeshna cyanea",10.173741,46.026461,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2019-07-30T20:18:27",NA,"Lombardia",2019,7,27,2019-07-27,"IT","09:40:00Z",NA
"2319","Aeshna cyanea",4.78334,50.629859,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2019-07-31T11:06:32",NA,"Wallonie",2019,7,29,2019-07-29,"BE","13:24:00Z",NA
"2325","Aeshna cyanea",8.588476,50.626587,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,28,2019-07-28,"DE",NA,NA
"2326","Aeshna cyanea",9.170615,48.846214,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,28,2019-07-28,"DE",NA,NA
"2327","Aeshna cyanea",7.072731,49.914734,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,26,2019-07-26,"DE",NA,NA
"2328","Aeshna cyanea",7.480157,49.391575,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE",NA,NA
"2329","Aeshna cyanea",6.377478,51.281731,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE",NA,NA
"2330","Aeshna cyanea",10.224323,54.402145,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,26,2019-07-26,"DE",NA,NA
"2331","Aeshna cyanea",10.451023,51.91853,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,27,2019-07-27,"DE",NA,NA
"2332","Aeshna cyanea",8.97893,50.547588,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,31,2019-07-31,"DE",NA,NA
"2333","Aeshna cyanea",8.561525,50.00069,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,31,2019-07-31,"DE",NA,NA
"2334","Aeshna cyanea",10.237299,52.734501,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"DE",NA,NA
"2335","Aeshna cyanea",14.909906,51.069126,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"DE",NA,NA
"2336","Aeshna cyanea",9.119447,49.925804,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,26,2019-07-26,"DE",NA,NA
"2337","Aeshna cyanea",6.943359,49.998692,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"DE",NA,NA
"2338","Aeshna cyanea",11.019644,49.608398,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,27,2019-07-27,"DE",NA,NA
"2339","Aeshna cyanea",9.873748,52.426762,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"DE",NA,NA
"2340","Aeshna cyanea",9.33084,50.202991,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,31,2019-07-31,"DE",NA,NA
"2341","Aeshna cyanea",7.464633,51.535892,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE",NA,NA
"2361","Aeshna cyanea",10.207115,50.123844,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,20,2019-07-20,"DE",NA,NA
"2362","Aeshna cyanea",10.287323,54.362156,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,27,2019-07-27,"DE",NA,NA
"2363","Aeshna cyanea",10.854742,49.914089,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,28,2019-07-28,"DE",NA,NA
"2364","Aeshna cyanea",10.207115,50.123844,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,20,2019-07-20,"DE",NA,NA
"2376","Aeshna cyanea",8.070952,52.250917,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2019-09-23T22:33:16",NA,"Niedersachsen",2019,7,3,2019-07-03,"DE","10:56:00Z",NA
"2380","Aeshna cyanea",8.65213,52.866474,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,17,2019-07-17,"DE",NA,NA
"2381","Aeshna cyanea",6.960416,51.687107,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,31,2019-07-31,"DE",NA,NA
"2382","Aeshna cyanea",6.943416,50.785561,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,15,2019-07-15,"DE",NA,NA
"2383","Aeshna cyanea",12.95958,52.391308,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,21,2019-07-21,"DE",NA,NA
"2384","Aeshna cyanea",13.156863,52.336811,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,27,2019-07-27,"DE",NA,NA
"2387","Aeshna cyanea",11.553431,49.902164,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,3,2019-07-03,"DE",NA,NA
"2388","Aeshna cyanea",7.343631,51.305103,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,16,2019-07-16,"DE",NA,NA
"2391","Aeshna cyanea",7.12423,51.92363,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE",NA,NA
"2392","Aeshna cyanea",2.49309,46.60611,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2019-07-28T00:00:00",NA,NA,2019,7,17,2019-07-17,"FR",NA,NA
"2393","Aeshna cyanea",2.2833,47.32292,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2019-08-10T00:00:00",110,NA,2019,7,29,2019-07-29,"FR",NA,NA
"2405","Aeshna cyanea",14.776522,47.963379,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2019-12-23T19:35:47",NA,"Niederösterreich",2019,7,11,2019-07-11,"AT",NA,NA
"2407","Aeshna cyanea",7.12423,51.92363,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,2,2019-07-02,"DE",NA,NA
"2408","Aeshna cyanea",6.948473,49.278606,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,10,2019-07-10,"DE",NA,NA
"2409","Aeshna cyanea",6.948066,49.280544,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,22,2019-07-22,"DE",NA,NA
"2410","Aeshna cyanea",7.228848,49.341,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"DE",NA,NA
"2411","Aeshna cyanea",11.532976,48.078064,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2020-02-02T23:17:07",NA,"Bayern",2019,7,19,2019-07-19,"DE","08:57:00Z",NA
"2412","Aeshna cyanea",11.9223,51.4983,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2019-11-12T20:43:13",NA,"Sachsen-Anhalt",2019,7,24,2019-07-24,"DE","15:22:12Z",NA
"2413","Aeshna cyanea",7.102254,50.705872,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2019-07-23T22:02:50",NA,"Nordrhein-Westfalen",2019,7,23,2019-07-23,"DE","13:11:00Z",NA
"2422","Aeshna cyanea",11.452503,48.099477,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea","2020-04-13T08:20:15",NA,"Bayern",2019,7,15,2019-07-15,"DE","10:09:00Z",NA
"2444","Aeshna cyanea",7.617418,51.306736,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,6,2019-07-06,"DE",NA,NA
"2445","Aeshna cyanea",7.871861,51.416688,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,6,2019-07-06,"DE",NA,NA
"2459","Aeshna cyanea",7.442537,51.391907,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,19,2019-07-19,"DE","21:03",NA
"2473","Aeshna cyanea",7.673918,51.605091,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,22,2019-07-22,"DE","15:00",NA
"2474","Aeshna cyanea",6.262379,50.748649,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE",NA,NA
"2481","Aeshna cyanea",13.154534,47.849262,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,23,2019-07-23,"AT","17:34",NA
"2482","Aeshna cyanea",13.99241,46.415802,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,22,2019-07-22,"SI","15:09",NA
"2484","Aeshna cyanea",12.029998,50.072005,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,17,2019-07-17,"DE","17:19",NA
"2509","Aeshna cyanea",7.87133,51.416847,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,24,2019-07-24,"DE",NA,NA
"2515","Aeshna cyanea",6.988658,48.618568,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,18,2019-07-18,"FR","13:56",NA
"2518","Aeshna cyanea",3.609734,44.34499,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,31,2019-07-31,"FR","11:26",NA
"2520","Aeshna cyanea",6.429595,50.498799,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE",NA,NA
"2530","Aeshna cyanea",3.415484,44.270786,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"FR","14:54",NA
"2534","Aeshna cyanea",6.22647,50.57422,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE",NA,NA
"2545","Aeshna cyanea",3.415295,44.270611,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"FR","17:13",NA
"2546","Aeshna cyanea",12.025398,50.070302,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,10,2019-07-10,"DE","15:51",NA
"2556","Aeshna cyanea",12.839797,53.440712,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,23,2019-07-23,"DE","14:11",NA
"2557","Aeshna cyanea",7.789493,51.43875,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,19,2019-07-19,"DE",NA,NA
"2574","Aeshna cyanea",7.930809,47.828571,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,21,2019-07-21,"DE","14:47",NA
"2579","Aeshna cyanea",13.119105,47.662766,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,19,2019-07-19,"AT","10:46",NA
"2583","Aeshna cyanea",13.162495,47.836838,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,25,2019-07-25,"AT","14:33",NA
"2618","Aeshna cyanea",7.183,50.739,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,28,2019-07-28,"DE",NA,NA
"2629","Aeshna cyanea",13.093967,47.89735,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,22,2019-07-22,"AT","17:13",NA
"2630","Aeshna cyanea",7.821765,51.436898,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,27,2019-07-27,"DE",NA,NA
"2638","Aeshna cyanea",6.994642,48.618748,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,17,2019-07-17,"FR","13:33",NA
"2641","Aeshna cyanea",6.984094,48.618504,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,16,2019-07-16,"FR","11:00",NA
"2671","Aeshna cyanea",7.617412,51.306733,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,22,2019-07-22,"DE",NA,NA
"2681","Aeshna cyanea",6.413878,49.795525,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,6,2019-07-06,"LU","12:19",NA
"2688","Aeshna cyanea",7.84498,51.402343,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,10,2019-07-10,"DE",NA,NA
"2691","Aeshna cyanea",6.362999,49.815193,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"LU","12:02",NA
"2693","Aeshna cyanea",7.227152,50.767381,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,23,2019-07-23,"DE",NA,NA
"2702","Aeshna cyanea",13.06194,47.829709,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"AT",NA,NA
"2710","Aeshna cyanea",6.141101,50.809612,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,26,2019-07-26,"DE","10:24",NA
"2713","Aeshna cyanea",7.444704,51.391342,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,19,2019-07-19,"DE","20:45",NA
"2719","Aeshna cyanea",6.234927,50.769619,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,24,2019-07-24,"DE",NA,NA
"2740","Aeshna cyanea",6.878939,51.616219,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE","16:10",NA
"2754","Aeshna cyanea",3.607469,44.346095,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,28,2019-07-28,"FR","19:02",NA
"2773","Aeshna cyanea",6.263537,50.747047,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,29,2019-07-29,"DE",NA,NA
"2775","Aeshna cyanea",13.99241,46.415802,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,22,2019-07-22,"SI","15:09",NA
"2786","Aeshna cyanea",6.449139,50.58848,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,31,2019-07-31,"DE","16:00",NA
"2796","Aeshna cyanea",13.029873,47.797939,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,19,2019-07-19,"AT","21:28",NA
"2798","Aeshna cyanea",1.606079,50.573326,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,1,2019-07-01,"FR","10:20",NA
"2812","Aeshna cyanea",7.806952,51.431181,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,18,2019-07-18,"DE",NA,NA
"2828","Aeshna cyanea",12.776799,47.421173,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,30,2019-07-30,"AT","13:35",NA
"2839","Aeshna cyanea",7.82198,51.436551,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,18,2019-07-18,"DE",NA,NA
"2845","Aeshna cyanea",3.602726,44.34537,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,27,2019-07-27,"FR","18:05",NA
"2848","Aeshna cyanea",7.121974,51.35487,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,24,2019-07-24,"DE","09:39",NA
"2849","Aeshna cyanea",7.792972,51.409742,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,26,2019-07-26,"DE",NA,NA
"2852","Aeshna cyanea",6.992751,48.618471,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,16,2019-07-16,"FR","16:30",NA
"2862","Aeshna cyanea",1.606079,50.573326,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,1,2019-07-01,"FR","10:20",NA
"2863","Aeshna cyanea",0.20151,47.372513,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,12,2019-07-12,"FR","14:21",NA
"2864","Aeshna cyanea",13.99241,46.415802,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,22,2019-07-22,"SI","15:09",NA
"2876","Aeshna cyanea",6.988156,48.618509,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,20,2019-07-20,"FR","13:30",NA
"2877","Aeshna cyanea",6.862057,51.593121,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,31,2019-07-31,"DE","12:29",NA
"2890","Aeshna cyanea",7.073368,48.638309,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,25,2019-07-25,"FR","14:13",NA
"2895","Aeshna cyanea",11.991723,50.008103,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,17,2019-07-17,"DE","14:59",NA
"2896","Aeshna cyanea",7.785398,51.419675,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,31,2019-07-31,"DE",NA,NA
"2897","Aeshna cyanea",7.552351,51.397355,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,22,2019-07-22,"DE","21:11",NA
"2907","Aeshna cyanea",7.558903,51.343024,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,15,2019-07-15,"DE",NA,NA
"2919","Aeshna cyanea",13.21,47.35,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,672,NA,2019,7,29,2019-07-29,"AT",NA,NA
"2920","Aeshna cyanea",13.61,47.1,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,1068,NA,2019,7,17,2019-07-17,"AT",NA,NA
"2924","Aeshna cyanea",13.16,47.84,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,7,25,2019-07-25,"AT",NA,NA
"2925","Aeshna cyanea",13.52,47.39,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,821,NA,2019,7,17,2019-07-17,"AT",NA,NA
"2934","Aeshna cyanea",9.504668,51.884556,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2935","Aeshna cyanea",9.478792,48.250191,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2936","Aeshna cyanea",13.399685,52.406197,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2937","Aeshna cyanea",8.769215,52.264271,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2938","Aeshna cyanea",7.705429,47.641361,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2939","Aeshna cyanea",9.675227,49.379517,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2940","Aeshna cyanea",7.663837,50.837749,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,3,2019-08-03,"DE",NA,NA
"2941","Aeshna cyanea",8.795876,48.935345,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,3,2019-08-03,"DE",NA,NA
"2942","Aeshna cyanea",9.346196,53.315567,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2943","Aeshna cyanea",8.621605,50.153305,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2944","Aeshna cyanea",5.575641,51.341686,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"NL",NA,NA
"2945","Aeshna cyanea",5.705461,52.186085,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"NL",NA,NA
"2946","Aeshna cyanea",10.806427,53.98201,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,1,2019-08-01,"DE",NA,NA
"2947","Aeshna cyanea",9.360285,53.06279,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,3,2019-08-03,"DE",NA,NA
"2948","Aeshna cyanea",6.10146,50.860546,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,3,2019-08-03,"DE",NA,NA
"2949","Aeshna cyanea",9.563744,52.080414,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2950","Aeshna cyanea",6.811154,49.622131,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,3,2019-08-03,"DE",NA,NA
"2951","Aeshna cyanea",11.226812,48.785923,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2952","Aeshna cyanea",10.451023,51.91853,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2953","Aeshna cyanea",13.556083,52.529221,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2954","Aeshna cyanea",7.711664,50.982597,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2955","Aeshna cyanea",12.891292,52.277172,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2956","Aeshna cyanea",6.677022,49.731895,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2957","Aeshna cyanea",8.2252,49.143944,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2958","Aeshna cyanea",9.371485,49.246418,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2959","Aeshna cyanea",9.250422,49.669529,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2960","Aeshna cyanea",6.798697,51.419949,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2961","Aeshna cyanea",10.729158,49.172737,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2962","Aeshna cyanea",13.689337,51.63903,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2963","Aeshna cyanea",13.399977,52.397884,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2964","Aeshna cyanea",9.989597,53.64801,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,3,2019-08-03,"DE",NA,NA
"2965","Aeshna cyanea",9.957699,54.298309,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2966","Aeshna cyanea",9.26559,49.897995,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2967","Aeshna cyanea",10.883707,49.626934,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2968","Aeshna cyanea",8.775254,49.222874,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2969","Aeshna cyanea",14.633938,51.2794,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,3,2019-08-03,"DE",NA,NA
"2970","Aeshna cyanea",8.78117,49.232368,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2972","Aeshna cyanea",6.85873,50.961021,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2973","Aeshna cyanea",8.823395,50.063972,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,1,2019-08-01,"DE",NA,NA
"2974","Aeshna cyanea",8.444686,50.848976,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2975","Aeshna cyanea",8.908847,50.102074,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2976","Aeshna cyanea",9.402452,48.848083,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
"2977","Aeshna cyanea",9.003196,53.380127,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,2,2019-08-02,"DE",NA,NA
"2978","Aeshna cyanea",7.066255,50.94326,"Aeshna cyanea Müller, 1764","Aeshna","Aeshna cyanea",NA,NA,NA,2019,8,4,2019-08-04,"DE",NA,NA
