"","species","scientificName","longitude","latitude","elevation","countryCode","stateProvince","day","month","year","eventDate","endDayOfYear"
"2328","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.480157,49.391575,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2329","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.377478,51.281731,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2330","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.224323,54.402145,NA,"DE",NA,26,7,2019,2019-07-26,NA
"2331","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2332","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.97893,50.547588,NA,"DE",NA,31,7,2019,2019-07-31,NA
"2333","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.561525,50.00069,NA,"DE",NA,31,7,2019,2019-07-31,NA
"2334","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.237299,52.734501,NA,"DE",NA,30,7,2019,2019-07-30,NA
"2335","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,30,7,2019,2019-07-30,NA
"2336","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.119447,49.925804,NA,"DE",NA,26,7,2019,2019-07-26,NA
"2337","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.943359,49.998692,NA,"DE",NA,30,7,2019,2019-07-30,NA
"2338","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.019644,49.608398,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2339","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.873748,52.426762,NA,"DE",NA,30,7,2019,2019-07-30,NA
"2340","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.33084,50.202991,NA,"DE",NA,31,7,2019,2019-07-31,NA
"2341","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.464633,51.535892,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2361","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.207115,50.123844,NA,"DE",NA,20,7,2019,2019-07-20,NA
"2362","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.287323,54.362156,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2363","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.854742,49.914089,NA,"DE",NA,28,7,2019,2019-07-28,NA
"2364","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.207115,50.123844,NA,"DE",NA,20,7,2019,2019-07-20,NA
"2376","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.070952,52.250917,NA,"DE","Niedersachsen",3,7,2019,2019-07-03,NA
"2380","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.65213,52.866474,NA,"DE",NA,17,7,2019,2019-07-17,NA
"2381","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.960416,51.687107,NA,"DE",NA,31,7,2019,2019-07-31,NA
"2382","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.943416,50.785561,NA,"DE",NA,15,7,2019,2019-07-15,NA
"2383","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.95958,52.391308,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2384","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.156863,52.336811,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2387","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.553431,49.902164,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2388","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.343631,51.305103,NA,"DE",NA,16,7,2019,2019-07-16,NA
"2391","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.12423,51.92363,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2392","Aeshna cyanea","Aeshna cyanea Müller, 1764",2.49309,46.60611,NA,"FR",NA,17,7,2019,2019-07-17,NA
"2393","Aeshna cyanea","Aeshna cyanea Müller, 1764",2.2833,47.32292,110,"FR",NA,29,7,2019,2019-07-29,NA
"2405","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.776522,47.963379,NA,"AT","Niederösterreich",11,7,2019,2019-07-11,NA
"2407","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.12423,51.92363,NA,"DE",NA,2,7,2019,2019-07-02,NA
"2408","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.948473,49.278606,NA,"DE",NA,10,7,2019,2019-07-10,NA
"2409","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.948066,49.280544,NA,"DE",NA,22,7,2019,2019-07-22,NA
"2410","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.228848,49.341,NA,"DE",NA,30,7,2019,2019-07-30,NA
"2411","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.532976,48.078064,NA,"DE","Bayern",19,7,2019,2019-07-19,NA
"2412","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.9223,51.4983,NA,"DE","Sachsen-Anhalt",24,7,2019,2019-07-24,NA
"2413","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.102254,50.705872,NA,"DE","Nordrhein-Westfalen",23,7,2019,2019-07-23,NA
"2422","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.452503,48.099477,NA,"DE","Bayern",15,7,2019,2019-07-15,NA
"2444","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.617418,51.306736,NA,"DE",NA,6,7,2019,2019-07-06,NA
"2445","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.871861,51.416688,NA,"DE",NA,6,7,2019,2019-07-06,NA
"2459","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.442537,51.391907,NA,"DE",NA,19,7,2019,2019-07-19,NA
"2473","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.673918,51.605091,NA,"DE",NA,22,7,2019,2019-07-22,NA
"2474","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.262379,50.748649,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2481","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.154534,47.849262,NA,"AT",NA,23,7,2019,2019-07-23,NA
"2482","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.99241,46.415802,NA,"SI",NA,22,7,2019,2019-07-22,NA
"2484","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.029998,50.072005,NA,"DE",NA,17,7,2019,2019-07-17,NA
"2509","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.87133,51.416847,NA,"DE",NA,24,7,2019,2019-07-24,NA
"2515","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.988658,48.618568,NA,"FR",NA,18,7,2019,2019-07-18,NA
"2518","Aeshna cyanea","Aeshna cyanea Müller, 1764",3.609734,44.34499,NA,"FR",NA,31,7,2019,2019-07-31,NA
"2520","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.429595,50.498799,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2530","Aeshna cyanea","Aeshna cyanea Müller, 1764",3.415484,44.270786,NA,"FR",NA,30,7,2019,2019-07-30,NA
"2534","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.22647,50.57422,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2545","Aeshna cyanea","Aeshna cyanea Müller, 1764",3.415295,44.270611,NA,"FR",NA,30,7,2019,2019-07-30,NA
"2546","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.025398,50.070302,NA,"DE",NA,10,7,2019,2019-07-10,NA
"2556","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.839797,53.440712,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2557","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.789493,51.43875,NA,"DE",NA,19,7,2019,2019-07-19,NA
"2574","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.930809,47.828571,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2579","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.119105,47.662766,NA,"AT",NA,19,7,2019,2019-07-19,NA
"2583","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.162495,47.836838,NA,"AT",NA,25,7,2019,2019-07-25,NA
"2618","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.183,50.739,NA,"DE",NA,28,7,2019,2019-07-28,NA
"2629","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.093967,47.89735,NA,"AT",NA,22,7,2019,2019-07-22,NA
"2630","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.821765,51.436898,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2638","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.994642,48.618748,NA,"FR",NA,17,7,2019,2019-07-17,NA
"2641","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.984094,48.618504,NA,"FR",NA,16,7,2019,2019-07-16,NA
"2671","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.617412,51.306733,NA,"DE",NA,22,7,2019,2019-07-22,NA
"2681","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.413878,49.795525,NA,"LU",NA,6,7,2019,2019-07-06,NA
"2688","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.84498,51.402343,NA,"DE",NA,10,7,2019,2019-07-10,NA
"2691","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.362999,49.815193,NA,"LU",NA,29,7,2019,2019-07-29,NA
"2693","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.227152,50.767381,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2702","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.06194,47.829709,NA,"AT",NA,30,7,2019,2019-07-30,NA
"2710","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.141101,50.809612,NA,"DE",NA,26,7,2019,2019-07-26,NA
"2713","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.444704,51.391342,NA,"DE",NA,19,7,2019,2019-07-19,NA
"2719","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.234927,50.769619,NA,"DE",NA,24,7,2019,2019-07-24,NA
"2740","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.878939,51.616219,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2754","Aeshna cyanea","Aeshna cyanea Müller, 1764",3.607469,44.346095,NA,"FR",NA,28,7,2019,2019-07-28,NA
"2773","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.263537,50.747047,NA,"DE",NA,29,7,2019,2019-07-29,NA
"2775","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.99241,46.415802,NA,"SI",NA,22,7,2019,2019-07-22,NA
"2786","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.449139,50.58848,NA,"DE",NA,31,7,2019,2019-07-31,NA
"2796","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.029873,47.797939,NA,"AT",NA,19,7,2019,2019-07-19,NA
"2798","Aeshna cyanea","Aeshna cyanea Müller, 1764",1.606079,50.573326,NA,"FR",NA,1,7,2019,2019-07-01,NA
"2812","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.806952,51.431181,NA,"DE",NA,18,7,2019,2019-07-18,NA
"2828","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.776799,47.421173,NA,"AT",NA,30,7,2019,2019-07-30,NA
"2839","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.82198,51.436551,NA,"DE",NA,18,7,2019,2019-07-18,NA
"2845","Aeshna cyanea","Aeshna cyanea Müller, 1764",3.602726,44.34537,NA,"FR",NA,27,7,2019,2019-07-27,NA
"2848","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.121974,51.35487,NA,"DE",NA,24,7,2019,2019-07-24,NA
"2849","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.792972,51.409742,NA,"DE",NA,26,7,2019,2019-07-26,NA
"2852","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.992751,48.618471,NA,"FR",NA,16,7,2019,2019-07-16,NA
"2862","Aeshna cyanea","Aeshna cyanea Müller, 1764",1.606079,50.573326,NA,"FR",NA,1,7,2019,2019-07-01,NA
"2863","Aeshna cyanea","Aeshna cyanea Müller, 1764",0.20151,47.372513,NA,"FR",NA,12,7,2019,2019-07-12,NA
"2864","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.99241,46.415802,NA,"SI",NA,22,7,2019,2019-07-22,NA
"2876","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.988156,48.618509,NA,"FR",NA,20,7,2019,2019-07-20,NA
"2877","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.862057,51.593121,NA,"DE",NA,31,7,2019,2019-07-31,NA
"2890","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.073368,48.638309,NA,"FR",NA,25,7,2019,2019-07-25,NA
"2895","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.991723,50.008103,NA,"DE",NA,17,7,2019,2019-07-17,NA
"2896","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.785398,51.419675,NA,"DE",NA,31,7,2019,2019-07-31,NA
"2897","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.552351,51.397355,NA,"DE",NA,22,7,2019,2019-07-22,NA
"2907","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.558903,51.343024,NA,"DE",NA,15,7,2019,2019-07-15,NA
"2919","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.21,47.35,672,"AT",NA,29,7,2019,2019-07-29,NA
"2920","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.61,47.1,1068,"AT",NA,17,7,2019,2019-07-17,NA
"2924","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.16,47.84,NA,"AT",NA,25,7,2019,2019-07-25,NA
"2925","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.52,47.39,821,"AT",NA,17,7,2019,2019-07-17,NA
"2934","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.504668,51.884556,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2935","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.478792,48.250191,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2936","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.399685,52.406197,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2937","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.769215,52.264271,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2938","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.705429,47.641361,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2939","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.675227,49.379517,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2940","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.663837,50.837749,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2941","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.795876,48.935345,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2942","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.346196,53.315567,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2943","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.621605,50.153305,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2944","Aeshna cyanea","Aeshna cyanea Müller, 1764",5.575641,51.341686,NA,"NL",NA,4,8,2019,2019-08-04,NA
"2945","Aeshna cyanea","Aeshna cyanea Müller, 1764",5.705461,52.186085,NA,"NL",NA,4,8,2019,2019-08-04,NA
"2946","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.806427,53.98201,NA,"DE",NA,1,8,2019,2019-08-01,NA
"2947","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.360285,53.06279,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2948","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.10146,50.860546,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2949","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.563744,52.080414,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2950","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.811154,49.622131,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2951","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.226812,48.785923,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2952","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2953","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.556083,52.529221,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2954","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.711664,50.982597,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2955","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.891292,52.277172,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2956","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.677022,49.731895,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2957","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.2252,49.143944,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2958","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.371485,49.246418,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2959","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.250422,49.669529,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2960","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.798697,51.419949,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2961","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.729158,49.172737,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2962","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.689337,51.63903,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2963","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.399977,52.397884,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2964","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.989597,53.64801,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2965","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.957699,54.298309,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2966","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.26559,49.897995,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2967","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.883707,49.626934,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2968","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.775254,49.222874,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2969","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.633938,51.2794,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2970","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.78117,49.232368,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2972","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.85873,50.961021,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2973","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.823395,50.063972,NA,"DE",NA,1,8,2019,2019-08-01,NA
"2974","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.444686,50.848976,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2975","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.908847,50.102074,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2976","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.402452,48.848083,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2977","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.003196,53.380127,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2978","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.066255,50.94326,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2979","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,1,8,2019,2019-08-01,NA
"2980","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.546677,50.177311,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2981","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.914933,51.513912,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2982","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.075374,49.035229,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2983","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.749851,53.567638,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2984","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.478986,51.688473,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2985","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.879222,50.966171,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2986","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.085816,50.925541,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2987","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.518795,48.936951,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2988","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.635009,51.437035,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2989","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.851938,48.111908,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2990","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.421427,54.75666,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2991","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.551953,53.199989,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2992","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.118814,48.740078,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2993","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.844172,51.735649,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2994","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.982811,52.832809,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2995","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.123795,53.634388,NA,"DE",NA,2,8,2019,2019-08-02,NA
"2996","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.848471,48.255001,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2997","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.689396,53.600533,NA,"DE",NA,3,8,2019,2019-08-03,NA
"2998","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.352851,49.960266,NA,"DE",NA,4,8,2019,2019-08-04,NA
"2999","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.519163,53.557785,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3000","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.377478,51.281731,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3001","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3002","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.953476,50.919086,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3003","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.404961,51.120647,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3004","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.440906,51.981182,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3005","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.196877,53.565147,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3006","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.001592,54.177155,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3007","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.193245,49.972424,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3008","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.407572,52.001423,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3009","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.874832,49.386902,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3010","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.08195,49.369991,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3011","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.122712,53.776554,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3012","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.029408,48.444183,NA,"DE",NA,1,8,2019,2019-08-01,NA
"3013","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.455092,53.247616,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3014","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.828961,53.297859,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3015","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.48001,52.339153,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3016","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.577258,51.296322,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3017","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.76123,49.223331,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3018","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.535168,51.369961,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3019","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.850195,52.046627,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3020","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.079941,53.613338,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3021","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.55674,51.184093,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3022","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.709919,51.422295,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3023","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.110296,53.61237,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3024","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.5525,50.804737,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3025","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.366057,53.817139,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3026","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.420927,52.338825,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3027","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.886268,50.187595,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3028","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.738534,52.977482,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3029","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.473471,48.893139,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3030","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.586896,51.920498,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3031","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.171284,49.98468,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3032","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.68149,51.171059,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3033","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.144203,46.584457,NA,"AT",NA,3,8,2019,2019-08-03,NA
"3034","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.822502,47.987274,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3035","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.041282,49.411259,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3036","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.900009,50.835735,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3038","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.571162,49.998787,NA,"DE",NA,4,8,2019,2019-08-04,NA
