"","species","scientificName","longitude","latitude","elevation","countryCode","stateProvince","day","month","year","eventDate","endDayOfYear"
"1859","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.113403,49.065361,NA,"DE",NA,1,6,2019,2019-06-01,NA
"1860","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.752772,51.021133,NA,"DE",NA,2,6,2019,2019-06-02,NA
"1861","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.748103,53.919514,NA,"DE",NA,2,6,2019,2019-06-02,NA
"1862","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.972775,52.821709,NA,"DE",NA,1,6,2019,2019-06-01,NA
"1863","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.62499,48.993992,NA,"DE",NA,2,6,2019,2019-06-02,NA
"1864","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.75256,51.195374,NA,"DE",NA,2,6,2019,2019-06-02,NA
"1865","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.577897,52.391438,NA,"DE",NA,1,6,2019,2019-06-01,NA
"1866","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.399957,53.225868,NA,"DE",NA,2,6,2019,2019-06-02,NA
"1867","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.196875,51.725441,NA,"DE",NA,2,6,2019,2019-06-02,NA
"1870","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.799941,49.943714,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1871","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.939249,49.429871,NA,"DE",NA,14,6,2019,2019-06-14,NA
"1872","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.105729,50.92078,NA,"DE",NA,8,6,2019,2019-06-08,NA
"1873","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.066622,50.799175,NA,"DE",NA,10,6,2019,2019-06-10,NA
"1874","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.178318,53.724442,NA,"DE",NA,16,6,2019,2019-06-16,NA
"1875","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.100961,49.651634,NA,"DE",NA,7,6,2019,2019-06-07,NA
"1876","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.824008,51.801743,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1877","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.226231,52.029671,NA,"DE",NA,7,6,2019,2019-06-07,NA
"1878","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.208032,48.870293,NA,"DE",NA,4,6,2019,2019-06-04,NA
"1879","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.20967,50.641434,NA,"DE",NA,10,6,2019,2019-06-10,NA
"1880","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.162662,48.917351,NA,"DE",NA,13,6,2019,2019-06-13,NA
"1881","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.613868,54.01038,NA,"DE",NA,7,6,2019,2019-06-07,NA
"1882","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.506349,50.18462,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1883","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.004156,53.74855,NA,"DE",NA,11,6,2019,2019-06-11,NA
"1884","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.021859,51.72554,NA,"DE",NA,5,6,2019,2019-06-05,NA
"1885","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.925959,53.913452,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1886","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.37756,52.819431,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1887","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.371301,52.087772,NA,"DE",NA,7,6,2019,2019-06-07,NA
"1888","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.555668,51.350414,NA,"DE",NA,1,6,2019,2019-06-01,NA
"1889","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.314721,50.474892,NA,"DE",NA,11,6,2019,2019-06-11,NA
"1890","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.635324,48.976563,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1891","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.178318,53.724442,NA,"DE",NA,14,6,2019,2019-06-14,NA
"1892","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.035658,52.382782,NA,"DE",NA,4,6,2019,2019-06-04,NA
"1894","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.203411,53.97662,NA,"DE",NA,6,6,2019,2019-06-06,NA
"1895","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.08759,53.411896,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1896","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.250934,51.442883,NA,"DE",NA,2,6,2019,2019-06-02,NA
"1897","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.053123,49.236763,NA,"DE",NA,4,6,2019,2019-06-04,NA
"1898","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.692972,47.921276,NA,"DE",NA,8,6,2019,2019-06-08,NA
"1899","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.623716,52.91127,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1900","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.847829,49.999321,NA,"DE",NA,8,6,2019,2019-06-08,NA
"1901","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.959941,53.831013,NA,"DE",NA,1,6,2019,2019-06-01,NA
"1902","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.433203,50.786327,NA,"DE",NA,11,6,2019,2019-06-11,NA
"1903","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.572655,51.133114,NA,"DE",NA,9,6,2019,2019-06-09,NA
"1904","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.645766,51.344658,NA,"DE",NA,4,6,2019,2019-06-04,NA
"1905","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.133953,49.247227,NA,"DE",NA,14,6,2019,2019-06-14,NA
"1906","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.725012,53.847603,NA,"DE",NA,5,6,2019,2019-06-05,NA
"1908","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,17,6,2019,2019-06-17,NA
"1909","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.021859,51.72554,NA,"DE",NA,19,6,2019,2019-06-19,NA
"1910","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.156889,50.856415,NA,"DE",NA,19,6,2019,2019-06-19,NA
"1911","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.146421,50.891251,NA,"DE",NA,23,6,2019,2019-06-23,NA
"1912","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,23,6,2019,2019-06-23,NA
"1913","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.277778,49.993488,NA,"DE",NA,21,6,2019,2019-06-21,NA
"1914","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.58091,48.036373,NA,"DE",NA,21,6,2019,2019-06-21,NA
"1918","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.883088,48.036822,NA,"DE","Baden-Württemberg",23,6,2019,2019-06-23,NA
"1919","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.045713,52.430916,NA,"DE",NA,27,6,2019,2019-06-27,NA
"1920","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.15965,48.905296,NA,"DE",NA,24,6,2019,2019-06-24,NA
"1921","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1922","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.614391,51.578777,NA,"DE",NA,17,6,2019,2019-06-17,NA
"1923","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.178318,53.724442,NA,"DE",NA,29,6,2019,2019-06-29,NA
"1924","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.962368,51.557278,NA,"DE",NA,28,6,2019,2019-06-28,NA
"1925","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.023676,53.586647,NA,"DE",NA,28,6,2019,2019-06-28,NA
"1926","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,28,6,2019,2019-06-28,NA
"1927","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,29,6,2019,2019-06-29,NA
"1928","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.230546,53.705391,NA,"DE",NA,28,6,2019,2019-06-28,NA
"1929","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,27,6,2019,2019-06-27,NA
"1930","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.523647,50.427223,NA,"DE",NA,29,6,2019,2019-06-29,NA
"1931","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.738348,51.823841,NA,"DE",NA,27,6,2019,2019-06-27,NA
"1932","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.525074,51.939293,NA,"DE",NA,27,6,2019,2019-06-27,NA
"1933","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.575454,52.538074,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1935","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.156889,50.856415,NA,"DE",NA,24,6,2019,2019-06-24,NA
"1936","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.364593,53.184216,NA,"DE",NA,27,6,2019,2019-06-27,NA
"1937","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.873788,53.623444,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1938","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.229558,50.417728,NA,"DE",NA,28,6,2019,2019-06-28,NA
"1939","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.910498,53.607792,NA,"DE",NA,28,6,2019,2019-06-28,NA
"1955","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.014956,50.514458,NA,"DE",NA,23,6,2019,2019-06-23,NA
"1956","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.740518,50.940006,NA,"DE",NA,6,6,2019,2019-06-06,NA
"1957","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.02196,51.725197,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1958","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.644783,51.288002,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1959","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.728749,49.187344,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1962","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.583855,49.596453,NA,"DE","Hessen",30,6,2019,2019-06-30,NA
"1964","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.213853,48.909883,NA,"DE","Baden-Württemberg",30,6,2019,2019-06-30,NA
"1967","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.015351,49.405487,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1970","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.799534,50.810658,NA,"DE",NA,24,6,2019,2019-06-24,NA
"1971","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.905847,51.14085,NA,"DE","Nordrhein-Westfalen",28,6,2019,2019-06-28,NA
"1972","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.65213,52.866474,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1973","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.995065,51.193771,NA,"DE",NA,10,6,2019,2019-06-10,NA
"1976","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.12423,51.92363,NA,"DE",NA,14,6,2019,2019-06-14,NA
"1977","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.12423,51.92363,NA,"DE",NA,16,6,2019,2019-06-16,NA
"1978","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.12423,51.92363,NA,"DE",NA,30,6,2019,2019-06-30,NA
"1985","Aeshna cyanea","Aeshna cyanea Müller, 1764",5.565013,51.472881,NA,"NL","Noord-Brabant",30,6,2019,2019-06-30,NA
"1996","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.165673,51.150311,NA,"DE",NA,29,6,2019,2019-06-29,NA
"2011","Aeshna cyanea","Aeshna cyanea Müller, 1764",0.327881,47.240375,NA,"FR",NA,30,6,2019,2019-06-30,NA
"2012","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.922526,51.450272,NA,"DE",NA,20,6,2019,2019-06-20,NA
"2028","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.241371,50.657874,NA,"DE",NA,24,6,2019,2019-06-24,NA
"2040","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.235799,50.656289,NA,"DE",NA,27,6,2019,2019-06-27,NA
"2042","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.211687,50.894043,NA,"DE",NA,20,6,2019,2019-06-20,NA
"2048","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.07269,47.803727,NA,"AT",NA,22,6,2019,2019-06-22,NA
"2058","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.244906,46.68844,NA,"AT",NA,16,6,2019,2019-06-16,NA
"2066","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.053998,47.613304,NA,"DE",NA,25,6,2019,2019-06-25,NA
"2079","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.232462,50.654935,NA,"DE",NA,27,6,2019,2019-06-27,NA
"2085","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.235552,50.656096,NA,"DE",NA,24,6,2019,2019-06-24,NA
"2092","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.24,46.69,NA,"AT",NA,16,6,2019,2019-06-16,NA
"2094","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.4,48.75,NA,"DE",NA,29,6,2019,2019-06-29,NA
"2112","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.249497,50.940186,NA,"DE",NA,6,7,2019,2019-07-06,NA
"2113","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,13,7,2019,2019-07-13,NA
"2114","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.047799,50.016426,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2115","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.047799,50.016426,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2116","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,8,7,2019,2019-07-08,NA
"2117","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,10,7,2019,2019-07-10,NA
"2118","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.12851,48.905804,NA,"FR",NA,13,7,2019,2019-07-13,NA
"2119","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.571685,49.321884,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2120","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,14,7,2019,2019-07-14,NA
"2121","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,6,7,2019,2019-07-06,NA
"2122","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,2,7,2019,2019-07-02,NA
"2123","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.726213,51.556541,NA,"DE",NA,5,7,2019,2019-07-05,NA
"2124","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.944847,48.492023,NA,"DE",NA,7,7,2019,2019-07-07,NA
"2125","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.346519,53.140797,NA,"DE",NA,4,7,2019,2019-07-04,NA
"2126","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.152558,50.856216,NA,"DE",NA,4,7,2019,2019-07-04,NA
"2127","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.279612,47.383705,NA,"AT",NA,1,7,2019,2019-07-01,NA
"2128","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.860557,50.969604,NA,"DE",NA,11,7,2019,2019-07-11,NA
"2129","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.546677,50.177311,NA,"DE",NA,8,7,2019,2019-07-08,NA
"2130","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.170615,48.846214,NA,"DE",NA,6,7,2019,2019-07-06,NA
"2131","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,2,7,2019,2019-07-02,NA
"2132","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.542793,50.171265,NA,"DE",NA,10,7,2019,2019-07-10,NA
"2133","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.479131,50.430275,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2134","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.175657,53.642906,NA,"DE",NA,12,7,2019,2019-07-12,NA
"2135","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.118631,49.923923,NA,"DE",NA,5,7,2019,2019-07-05,NA
"2136","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.835073,50.803188,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2137","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.699992,52.394432,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2138","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.178318,53.724442,NA,"DE",NA,10,7,2019,2019-07-10,NA
"2139","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.620659,51.289562,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2140","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.113161,49.884789,NA,"DE",NA,6,7,2019,2019-07-06,NA
"2141","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,11,7,2019,2019-07-11,NA
"2142","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.699992,52.394432,NA,"DE",NA,1,7,2019,2019-07-01,NA
"2143","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,1,7,2019,2019-07-01,NA
"2144","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,3,7,2019,2019-07-03,NA
"2145","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.420733,54.758659,NA,"DE",NA,13,7,2019,2019-07-13,NA
"2151","Aeshna cyanea","Aeshna cyanea Müller, 1764",2.121424,48.593987,NA,"FR","Île-de-France",9,7,2019,2019-07-09,NA
"2178","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.549059,49.988277,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2179","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.595138,50.453659,NA,"DE",NA,18,7,2019,2019-07-18,NA
"2180","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,16,7,2019,2019-07-16,NA
"2181","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2182","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,18,7,2019,2019-07-18,NA
"2183","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.639766,47.359833,NA,"AT",NA,18,7,2019,2019-07-18,NA
"2184","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.706579,51.123756,NA,"DE",NA,10,7,2019,2019-07-10,NA
"2185","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.449256,49.20528,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2186","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.460258,52.291893,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2187","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.746485,53.899887,NA,"DE",NA,19,7,2019,2019-07-19,NA
"2188","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,18,7,2019,2019-07-18,NA
"2189","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.742054,53.897663,NA,"DE",NA,19,7,2019,2019-07-19,NA
"2190","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.588476,50.626587,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2191","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.974045,50.875828,NA,"DE",NA,20,7,2019,2019-07-20,NA
"2192","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.170615,48.846214,NA,"DE",NA,14,7,2019,2019-07-14,NA
"2193","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.657827,50.126633,NA,"DE",NA,20,7,2019,2019-07-20,NA
"2194","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.007194,53.684624,NA,"DE",NA,16,7,2019,2019-07-16,NA
"2195","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.458614,49.385021,NA,"DE",NA,18,7,2019,2019-07-18,NA
"2196","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.528953,50.192341,NA,"DE",NA,17,7,2019,2019-07-17,NA
"2197","Aeshna cyanea","Aeshna cyanea Müller, 1764",4.449013,51.283453,NA,"BE","Vlaanderen",3,7,2019,2019-07-03,NA
"2201","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.058946,42.227659,NA,"FR","Corse",2,7,2019,2019-07-02,NA
"2207","Aeshna cyanea","Aeshna cyanea Müller, 1764",3.716125,51.088344,NA,"BE","Vlaanderen",17,7,2019,2019-07-17,NA
"2210","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.762017,47.171754,NA,"AT","Steiermark",18,7,2019,2019-07-18,NA
"2214","Aeshna cyanea","Aeshna cyanea Müller, 1764",2.032214,42.956225,NA,"FR","Languedoc-Roussillon",22,7,2019,2019-07-22,NA
"2215","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.290808,52.086969,NA,"DE","Nordrhein-Westfalen",22,7,2019,2019-07-22,NA
"2216","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.271313,51.987345,NA,"DE","Niedersachsen",21,7,2019,2019-07-21,NA
"2220","Aeshna cyanea","Aeshna cyanea Müller, 1764",3.561317,51.026089,NA,"BE","Vlaanderen",23,7,2019,2019-07-23,NA
"2238","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.666852,53.972317,NA,"DE",NA,19,7,2019,2019-07-19,NA
"2239","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.639766,47.359833,NA,"AT",NA,22,7,2019,2019-07-22,NA
"2240","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.089132,52.79755,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2241","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.63643,51.365356,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2242","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.90063,52.924213,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2243","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.480157,49.391575,NA,"DE",NA,22,7,2019,2019-07-22,NA
"2244","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.156889,50.856415,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2245","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.605488,53.978069,NA,"DE",NA,25,7,2019,2019-07-25,NA
"2246","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.790949,51.223709,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2247","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.813459,51.205471,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2248","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.33084,50.202991,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2249","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.611162,53.97628,NA,"DE",NA,25,7,2019,2019-07-25,NA
"2250","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.563769,50.640694,NA,"DE",NA,22,7,2019,2019-07-22,NA
"2251","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.507606,49.803436,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2252","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.150166,53.73597,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2253","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.73838,51.823811,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2254","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.564783,50.649113,NA,"DE",NA,22,7,2019,2019-07-22,NA
"2255","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.979698,53.589397,NA,"DE",NA,24,7,2019,2019-07-24,NA
"2256","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.533485,51.952095,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2257","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.571685,49.321884,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2258","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.648995,47.335625,NA,"AT",NA,24,7,2019,2019-07-24,NA
"2259","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.178318,53.724442,NA,"DE",NA,25,7,2019,2019-07-25,NA
"2260","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.178318,53.724442,NA,"DE",NA,23,7,2019,2019-07-23,NA
"2261","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.279612,47.383705,NA,"AT",NA,22,7,2019,2019-07-22,NA
"2262","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2263","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.803668,49.150738,NA,"DE",NA,21,7,2019,2019-07-21,NA
"2264","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.873074,51.073772,NA,"DE",NA,24,7,2019,2019-07-24,NA
"2266","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.657827,50.126633,NA,"DE",NA,27,7,2019,2019-07-27,NA
"2267","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.976028,47.456184,NA,"DE",NA,20,7,2019,2019-07-20,NA
"2310","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.724972,50.558811,NA,"DE","Hessen",30,7,2019,2019-07-30,NA
"2311","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.892035,46.022036,NA,"IT","Lombardia",29,7,2019,2019-07-29,NA
"2312","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.749053,47.75887,NA,"DE","Bayern",30,7,2019,2019-07-30,NA
"2313","Aeshna cyanea","Aeshna cyanea Müller, 1764",5.118946,52.1046,NA,"NL","Utrecht",1,7,2019,2019-07-01,NA
"2316","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.889889,46.022832,NA,"IT","Lombardia",29,7,2019,2019-07-29,NA
"2317","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.173741,46.026461,NA,"IT","Lombardia",27,7,2019,2019-07-27,NA
"2319","Aeshna cyanea","Aeshna cyanea Müller, 1764",4.78334,50.629859,NA,"BE","Wallonie",29,7,2019,2019-07-29,NA
"2325","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.588476,50.626587,NA,"DE",NA,28,7,2019,2019-07-28,NA
"2326","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.170615,48.846214,NA,"DE",NA,28,7,2019,2019-07-28,NA
"2327","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.072731,49.914734,NA,"DE",NA,26,7,2019,2019-07-26,NA
