"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","geodeticDatum","class","countryCode","country","identifier","recordedBy","catalogNumber","institutionCode","county","locality","fieldNumber","collectionCode","gbifID","occurrenceID","identifiedBy","coordinateUncertaintyInMeters","references","rightsHolder","http://unknown.org/nick","verbatimEventDate","datasetName","verbatimLocality","taxonID","http://unknown.org/occurrenceDetails","rights","eventTime","occurrenceRemarks","identificationID","informationWithheld","endDayOfYear","municipality","identificationVerificationStatus","language","type","vernacularName","taxonConceptID","startDayOfYear","datasetID","accessRights","higherClassification","sex","behavior","habitat","associatedReferences","locationID","fieldNotes","dynamicProperties","footprintWKT","lifeStage","elevationAccuracy","samplingProtocol","eventID","originalNameUsage","nameAccordingTo","dataGeneralizations","identificationRemarks","coordinatePrecision","projectId","nomenclaturalCode","georeferenceRemarks","eventRemarks","parentEventID","locationRemarks","institutionID","ownerInstitutionCode","organismQuantityType","http://rs.tdwg.org/dwc/terms/organismQuantity","preparations","http://rs.tdwg.org/dwc/terms/organismQuantityType","collectionID","verbatimSRS","verbatimCoordinateSystem","locationAccordingTo","infraspecificEpithet","identificationQualifier","http://unknown.org/georeferenceRemarks","georeferenceVerificationStatus","http://unknown.org/recordId","http://unknown.org/recordEnteredBy","verbatimElevation","georeferenceSources","networkKeys","georeferencedDate","higherGeography","georeferencedBy","georeferenceProtocol","organismID","previousIdentifications","http://unknown.org/license","organismRemarks","http://unknown.org/rightsHolder"
"1473","Aeshna juncea",10.119354,46.979523,"cdround,osiic","gbif","2836814534","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:36.618+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,9,2019-08-09,"2019-08-09T00:00:00.000+0000","2020-09-05T06:44:36.618+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","AT","Austria","177732973@OBS",NA,"OBS.177732973",NA,NA,"Austria - Gaschurn",NA,"Observations","2836814534","https://observation.org/observation/177732973",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.177732973","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"11:21",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","Aeshna juncea",10.118979,46.97966,"cdround,osiic","gbif","2837403356","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:42.930+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,8,2019-08-08,"2020-04-15T00:00:00.000+0000","2020-09-05T06:44:42.930+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","AT","Austria","177676640@OBS",NA,"OBS.177676640",NA,NA,"Austria - Gaschurn",NA,"Observations","2837403356","https://observation.org/observation/177676640",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.177676640","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"16:20",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","Aeshna juncea",7.446517,44.122429,"cdround,osiic","gbif","2837573142","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:35.140+0000",80,"HUMAN_OBSERVATION",25,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,20,2019-08-20,"2019-08-26T00:00:00.000+0000","2020-09-05T06:44:35.140+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","178590923@OBS",NA,"OBS.178590923",NA,NA,"France - Tende",NA,"Observations","2837573142","https://observation.org/observation/178590923",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178590923","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"17:46",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","Aeshna juncea",10.800976,46.241577,"cdround,osiic","gbif","2837944231","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:12.340+0000",80,"HUMAN_OBSERVATION",3,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,28,2019-08-28,"2020-06-10T00:00:00.000+0000","2020-09-05T06:45:12.340+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","178826354@OBS",NA,"OBS.178826354",NA,NA,"Italy - Pinzolo (comuni)",NA,"Observations","2837944231","https://observation.org/observation/178826354",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178826354","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"10:06",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","Aeshna juncea",10.796605,46.258251,"cdround,osiic","gbif","2838593166","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:05.462+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,27,2019-08-27,"2020-06-10T00:00:00.000+0000","2020-09-05T06:45:05.462+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","178826359@OBS",NA,"OBS.178826359",NA,NA,"Italy - Pinzolo (comuni)",NA,"Observations","2838593166","https://observation.org/observation/178826359",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178826359","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"13:46",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","Aeshna juncea",10.106921,46.973808,"cdround,osiic","gbif","2841974277","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:14.552+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,9,2019-08-09,"2019-08-09T00:00:00.000+0000","2020-09-05T06:45:14.552+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","AT","Austria","177732906@OBS",NA,"OBS.177732906",NA,NA,"Austria - Gaschurn",NA,"Observations","2841974277","https://observation.org/observation/177732906",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.177732906","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"16:52",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","Aeshna juncea",10.796606,46.258251,"cdround,osiic","gbif","2842023961","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:52.616+0000",80,"HUMAN_OBSERVATION",2,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,27,2019-08-27,"2020-06-10T00:00:00.000+0000","2020-09-05T06:44:52.616+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","178826358@OBS",NA,"OBS.178826358",NA,NA,"Italy - Pinzolo (comuni)",NA,"Observations","2842023961","https://observation.org/observation/178826358",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178826358","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"13:46",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","Aeshna juncea",10.094209,46.890797,"cdround,osiic","gbif","2842072569","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:39.130+0000",80,"HUMAN_OBSERVATION",3,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,11,2019-08-11,"2019-08-11T00:00:00.000+0000","2020-09-05T06:44:39.130+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","AT","Austria","177820435@OBS",NA,"OBS.177820435",NA,NA,"Austria - Gaschurn",NA,"Observations","2842072569","https://observation.org/observation/177820435",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.177820435","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"15:57",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","Aeshna juncea",10.800322,46.241516,"cdround,osiic","gbif","2842082199","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:43.563+0000",80,"HUMAN_OBSERVATION",3,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,26,2019-08-26,"2020-06-10T00:00:00.000+0000","2020-09-05T06:45:43.563+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","178826363@OBS",NA,"OBS.178826363",NA,NA,"Italy - Pinzolo (comuni)",NA,"Observations","2842082199","https://observation.org/observation/178826363",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178826363","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"19:17",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","Aeshna juncea",13.556038,47.260073,"cdround,osiic","gbif","2842122594","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:39.231+0000",80,"HUMAN_OBSERVATION",2,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,22,2019-08-22,"2019-09-07T00:00:00.000+0000","2020-09-05T06:44:39.231+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","AT","Austria","178401063@OBS",NA,"OBS.178401063",NA,NA,"Austria - Untertauern",NA,"Observations","2842122594","https://observation.org/observation/178401063",NA,10,"https://data.biodiversitydata.nl/obsint/observation/OBS.178401063","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"15:40",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","Aeshna juncea",10.798947,46.242889,"cdround,osiic","gbif","2842147182","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:53.482+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,28,2019-08-28,"2020-06-10T00:00:00.000+0000","2020-09-05T06:44:53.482+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","178826349@OBS",NA,"OBS.178826349",NA,NA,"Italy - Pinzolo (comuni)",NA,"Observations","2842147182","https://observation.org/observation/178826349",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178826349","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"11:14",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Aeshna juncea",10.802167,46.242142,"cdround,osiic","gbif","2842162261","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:49.203+0000",80,"HUMAN_OBSERVATION",3,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,28,2019-08-28,"2020-06-10T00:00:00.000+0000","2020-09-05T06:44:49.203+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","178826353@OBS",NA,"OBS.178826353",NA,NA,"Italy - Pinzolo (comuni)",NA,"Observations","2842162261","https://observation.org/observation/178826353",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178826353","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"10:13",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","Aeshna juncea",10.797961,46.241695,"cdround,osiic","gbif","2842805151","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:49.325+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,28,2019-08-28,"2020-06-10T00:00:00.000+0000","2020-09-05T06:44:49.325+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","178826348@OBS",NA,"OBS.178826348",NA,NA,"Italy - Pinzolo (comuni)",NA,"Observations","2842805151","https://observation.org/observation/178826348",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178826348","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"11:52",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","Aeshna juncea",11.890229,47.275547,"cdround,osiic","gbif","2842888741","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:50.382+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,10,2019-08-10,"2019-09-07T00:00:00.000+0000","2020-09-05T06:44:50.382+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","AT","Austria","178044076@OBS",NA,"OBS.178044076",NA,NA,"Austria - Aschau im Zillertal",NA,"Observations","2842888741","https://observation.org/observation/178044076",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178044076","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"09:08",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","Aeshna juncea",10.802841,46.255695,"cdround,osiic","gbif","2843188348","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:15.746+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2019,8,27,2019-08-27,"2020-06-10T00:00:00.000+0000","2020-09-05T06:45:15.746+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","178826362@OBS",NA,"OBS.178826362",NA,NA,"Italy - Pinzolo (comuni)",NA,"Observations","2843188348","https://observation.org/observation/178826362",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.178826362","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"11:56",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
