"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","geodeticDatum","class","countryCode","country","identifier","recordedBy","catalogNumber","institutionCode","county","locality","fieldNumber","collectionCode","gbifID","occurrenceID","identifiedBy","coordinateUncertaintyInMeters","references","rightsHolder","http://unknown.org/nick","verbatimEventDate","datasetName","verbatimLocality","taxonID","http://unknown.org/occurrenceDetails","rights","eventTime","occurrenceRemarks","identificationID","informationWithheld","endDayOfYear","municipality","identificationVerificationStatus","language","type","vernacularName","taxonConceptID","startDayOfYear","datasetID","accessRights","higherClassification","sex","behavior","habitat","associatedReferences","locationID","fieldNotes","dynamicProperties","footprintWKT","lifeStage","elevationAccuracy","samplingProtocol","eventID","originalNameUsage","nameAccordingTo","dataGeneralizations","identificationRemarks","coordinatePrecision","projectId","nomenclaturalCode","georeferenceRemarks","eventRemarks","parentEventID","locationRemarks","institutionID","ownerInstitutionCode","organismQuantityType","http://rs.tdwg.org/dwc/terms/organismQuantity","preparations","http://rs.tdwg.org/dwc/terms/organismQuantityType","collectionID","verbatimSRS","verbatimCoordinateSystem","locationAccordingTo","infraspecificEpithet","identificationQualifier","http://unknown.org/georeferenceRemarks","georeferenceVerificationStatus","http://unknown.org/recordId","http://unknown.org/recordEnteredBy","verbatimElevation","georeferenceSources","networkKeys","georeferencedDate","higherGeography","georeferencedBy","georeferenceProtocol","organismID","previousIdentifications","http://unknown.org/license","organismRemarks","http://unknown.org/rightsHolder"
"3796","Aeshna juncea",12.820852,46.973225,"cdround,gass84","gbif","1668721455","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:35.422+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,8,2017-09-08,NA,"2020-09-02T07:22:35.422+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","AT","Austria",NA,"1045384361","167399695","naturgucker",NA,"Gradental - Adolf-Noßberger-Hütte",NA,"naturgucker","1668721455",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797","Aeshna juncea",10.099607,54.319946,"cdround,gass84","gbif","1668721483","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:30.607+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,5,2017-09-05,NA,"2020-09-02T07:22:30.607+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"-116123666","1585017909","naturgucker",NA,"TK25 Blatt 1626/4 - Kiel",NA,"naturgucker","1668721483",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3798","Aeshna juncea",9.955158,52.869232,"cdround,gass84","gbif","1668721556","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:27.949+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,10,2017-09-10,NA,"2020-09-02T07:22:27.949+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"-238942269","1321487895","naturgucker",NA,"Großes Moor Becklingen NSG zentral",NA,"naturgucker","1668721556",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3799","Aeshna juncea",9.955158,52.869232,"cdround,gass84","gbif","1668721562","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:28.052+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,10,2017-09-10,NA,"2020-09-02T07:22:28.052+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"-238942269","-1232515511","naturgucker",NA,"Großes Moor Becklingen NSG zentral",NA,"naturgucker","1668721562",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3800","Aeshna juncea",10.067425,53.692741,"cdround,gass84","gbif","1668721734","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:40.647+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,1,2017-09-01,NA,"2020-09-02T07:22:40.647+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1647598034","-210878155","naturgucker",NA,"Wittmoor Hamburg",NA,"naturgucker","1668721734",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3801","Aeshna juncea",8.740654,53.689999,"cdround,gass84","gbif","1668721816","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:23:13.559+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,22,2017-09-22,NA,"2020-09-02T07:23:13.559+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1899762913","-2055810468","naturgucker",NA,"Ahlenmoor / Neuenwalde",NA,"naturgucker","1668721816",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3802","Aeshna juncea",10.021076,48.335255,"cdround,gass84","gbif","1668721828","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:21.423+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,7,2017-09-07,NA,"2020-09-02T07:22:21.423+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1642649851","1373020125","naturgucker",NA,"TK25 Blatt 7626/3 - Schwaben / Iller / Senden / Wullenstetten",NA,"naturgucker","1668721828",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3803","Aeshna juncea",10.123738,54.323364,"cdround,gass84","gbif","1668722032","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:42.942+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,16,2017-09-16,NA,"2020-09-02T07:22:42.942+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"-116123666","-1482068964","naturgucker",NA,"TK25 Blatt 1626/4 - Kiel",NA,"naturgucker","1668722032",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3804","Aeshna juncea",10.178318,53.724442,"cdround,gass84","gbif","1668722061","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:24.492+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,10,2017-09-10,NA,"2020-09-02T07:22:24.492+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1647598034","-677493765","naturgucker",NA,"Duvenstedter Brook",NA,"naturgucker","1668722061",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3805","Aeshna juncea",10.178318,53.724442,"cdround,gass84","gbif","1668722063","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:29.515+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,10,2017-09-10,NA,"2020-09-02T07:22:29.515+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1647598034","-1717014947","naturgucker",NA,"Duvenstedter Brook",NA,"naturgucker","1668722063",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806","Aeshna juncea",9.989597,53.64801,"cdround,gass84","gbif","1668722190","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:15.836+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,14,2017-09-14,NA,"2020-09-02T07:22:15.836+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"-1880280013","-116964774","naturgucker",NA,"Hamburg - Rothsteinsmoor",NA,"naturgucker","1668722190",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3807","Aeshna juncea",9.989597,53.64801,"cdround,gass84","gbif","1668722254","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:53.060+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,9,10,2017-09-10,NA,"2020-09-02T07:22:53.060+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"-1880280013","881382375","naturgucker",NA,"Hamburg - Rothsteinsmoor",NA,"naturgucker","1668722254",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3974","Aeshna juncea",7.61742,51.306736,"cdround,osiic","gbif","2833030301","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:11.553+0000",80,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2017,9,3,2017-09-03,"2017-09-03T00:00:00.000+0000","2020-09-05T06:44:11.553+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","143613627@OBS",NA,"OBS.143613627",NA,NA,"BRD - MK Märkischer Kreis",NA,"Observations","2833030301","https://observation.org/observation/143613627",NA,10,"https://data.biodiversitydata.nl/obsint/observation/OBS.143613627","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"13:30",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3978","Aeshna juncea",8.704742,53.747852,"cdround,gass84","gbif","1668722167","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:56.935+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,10,1,2017-10-01,NA,"2020-09-02T07:22:56.935+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1899762913","1805037473","naturgucker",NA,"Wanhödener Moor",NA,"naturgucker","1668722167",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3983","Aeshna juncea",10.067425,53.692741,"cdround,gass84","gbif","1676590036","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:09.161+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,10,16,2017-10-16,NA,"2020-09-02T07:22:09.161+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1647598034","886169952","naturgucker",NA,"Wittmoor Hamburg",NA,"naturgucker","1676590036",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3984","Aeshna juncea",8.740654,53.689999,"cdround,gass84","gbif","1676592148","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:23.312+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2017,10,26,2017-10-26,NA,"2020-09-02T07:22:23.312+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1899762913","1401757132","naturgucker",NA,"Ahlenmoor / Neuenwalde",NA,"naturgucker","1676592148",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4070","Aeshna juncea",14.652991,46.294638,"cdround,osiic","gbif","2836307157","Aeshna juncea Linnaeus, 1758","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:48.678+0000",80,"HUMAN_OBSERVATION",3,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2016,6,29,2016-06-29,"2016-07-16T00:00:00.000+0000","2020-09-05T06:44:48.678+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","SI","Slovenia","120500845@OBS",NA,"OBS.120500845",NA,NA,"Slovenia - Osrednjeslovenska",NA,"Observations","2836307157","https://observation.org/observation/120500845",NA,25,"https://data.biodiversitydata.nl/obsint/observation/OBS.120500845","Stichting Natuurinformatie",NA,NA,NA,NA,NA,NA,NA,"13:02",NA,NA,NA,NA,NA,NA,NA,NA,"Common Hawker",NA,NA,NA,NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
