"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","datasetName","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","recordedBy","http://unknown.org/occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","individualCount","continent","vernacularName","dataGeneralizations","locality","samplingProtocol","higherClassification","occurrenceRemarks","informationWithheld","county","municipality","identificationVerificationStatus","language","type","taxonConceptID","behavior","endDayOfYear","startDayOfYear","datasetID","accessRights","sex","lifeStage","identificationRemarks","dynamicProperties","associatedReferences","locationID","fieldNotes","footprintWKT","habitat","elevation","coordinatePrecision","eventID","originalNameUsage","nameAccordingTo","elevationAccuracy","projectId","nomenclaturalCode","georeferenceRemarks","eventRemarks","parentEventID","institutionID","ownerInstitutionCode"
"507","Aeshna cyanea",12.509319,57.193764,"gass84","gbif","2847481271","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:20.504+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,200,NA,2020,8,11,2020-08-11,"2020-08-11T20:26:50.000+0000","2020-09-30T07:23:20.504+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Gert Andersson","urn:lsid:artportalen.se:Sighting:87414116",NA,NA,NA,"Artportalen","2847481271",NA,"urn:lsid:artportalen.se:Sighting:87414116","urn:lsid:dyntaxa.se:Taxon:208289","130857265","Gert Andersson",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Hålabjär",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Halland","Varberg","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"224","224","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Aeshna cyanea",16.438891,57.122817,"cdround,gass84","gbif","2847483157","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:16.841+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,125,NA,2020,8,8,2020-08-08,"2020-08-08T20:56:21.000+0000","2020-09-30T07:23:16.841+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Elisabeth Shahin Vidmark","urn:lsid:artportalen.se:Sighting:87355911",NA,NA,NA,"Artportalen","2847483157",NA,"urn:lsid:artportalen.se:Sighting:87355911","urn:lsid:dyntaxa.se:Taxon:208289","130805682","Elisabeth Shahin Vidmark",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Mönsterås kommun norra",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae","Efter lunch.","More information can be obtained from the Data Provider.","Småland","Mönsterås","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289","egg laying","221","221","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Aeshna cyanea",16.421823,56.33272,"gass84","gbif","2847483171","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:16.844+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,25,NA,2020,8,9,2020-08-09,"2020-08-09T11:40:46.000+0000","2020-09-30T07:23:16.844+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Liese Hanisch","urn:lsid:artportalen.se:Sighting:87363192",NA,NA,NA,"Artportalen","2847483171",NA,"urn:lsid:artportalen.se:Sighting:87363192","urn:lsid:dyntaxa.se:Taxon:208289","130828151","Liese Hanisch",NA,"ArtDatabanken",NA,"11:40:00 - 11:40:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Mörbylånga",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Öland","Mörbylånga","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"222","222","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Aeshna cyanea",13.005144,56.632797,"cdround,gass84","gbif","2847487393","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:21.053+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,75,NA,2020,8,15,2020-08-15,"2020-08-15T21:28:39.000+0000","2020-09-30T07:23:21.053+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","John Strand","urn:lsid:artportalen.se:Sighting:87477586",NA,NA,NA,"Artportalen","2847487393",NA,"urn:lsid:artportalen.se:Sighting:87477586","urn:lsid:dyntaxa.se:Taxon:208289","130918899","John Strand, Viveka Strand",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Stjärnarpsdalen",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Halland","Halmstad","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"228","228","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Aeshna cyanea",15.232858,59.119106,"gass84","gbif","2847487572","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:21.096+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,150,NA,2020,8,19,2020-08-19,"2020-08-21T10:30:42.000+0000","2020-09-30T07:23:21.096+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Per Karlsson Linderum","urn:lsid:artportalen.se:Sighting:87570889",NA,NA,NA,"Artportalen","2847487572",NA,"urn:lsid:artportalen.se:Sighting:87570889","urn:lsid:dyntaxa.se:Taxon:208289","131056804","Per Karlsson Linderum",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Lugnet",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Närke","Kumla","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"232","232","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Aeshna cyanea",11.536219,58.284306,"cdround,gass84","gbif","2847492332","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:21.095+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,100,NA,2020,8,13,2020-08-13,"2020-08-19T07:19:39.000+0000","2020-09-30T07:23:21.095+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Magnus Larsson","urn:lsid:artportalen.se:Sighting:87450675",NA,NA,NA,"Artportalen","2847492332",NA,"urn:lsid:artportalen.se:Sighting:87450675","urn:lsid:dyntaxa.se:Taxon:208289","131019584","Magnus Larsson",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Torpet, Skår",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Bohuslän","Uddevalla","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289","foraging","226","226","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Aeshna cyanea",17.631728,59.850332,"cdround,gass84","gbif","2847494228","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:13.331+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,10,NA,2020,8,10,2020-08-10,"2020-08-10T16:55:04.000+0000","2020-09-30T07:23:13.331+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Claus Rüffler","urn:lsid:artportalen.se:Sighting:87391420",NA,NA,NA,"Artportalen","2847494228",NA,"urn:lsid:artportalen.se:Sighting:87391420","urn:lsid:dyntaxa.se:Taxon:208289","130835797","Claus Rüffler",NA,"ArtDatabanken",NA,"14:30:00 - 15:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Lugnet dammen",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Uppland","Uppsala","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"223","223","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Aeshna cyanea",16.579037,58.203076,"gass84","gbif","2847494933","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:20.322+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,100,NA,2020,8,2,2020-08-02,"2020-08-02T12:24:05.000+0000","2020-09-30T07:23:20.322+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Rolf Kokkonen","urn:lsid:artportalen.se:Sighting:87232064",NA,NA,NA,"Artportalen","2847494933",NA,"urn:lsid:artportalen.se:Sighting:87232064","urn:lsid:dyntaxa.se:Taxon:208289","130734578","Rolf Kokkonen",NA,"ArtDatabanken",NA,"10:46:00 - 10:54:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Banvallsdammen",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Östergötland","Valdemarsvik","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289","free-flying","215","215","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Aeshna cyanea",14.137147,57.501334,"gass84","gbif","2847495108","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:20.384+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,10,NA,2020,8,7,2020-08-07,"2020-08-07T17:51:58.000+0000","2020-09-30T07:23:20.384+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Per Arne Fransson","urn:lsid:artportalen.se:Sighting:87336410",NA,NA,NA,"Artportalen","2847495108",NA,"urn:lsid:artportalen.se:Sighting:87336410","urn:lsid:dyntaxa.se:Taxon:208289","130784734","Per Arne Fransson",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Sothöneviken,Hjortsjön,Vaggeryd",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Småland","Vaggeryd","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289","foraging","220","220","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Aeshna cyanea",17.947845,59.245775,"gass84","gbif","2847498054","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:20.317+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,100,NA,2020,8,5,2020-08-05,"2020-08-05T16:53:22.000+0000","2020-09-30T07:23:20.317+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Anneli Kihl","urn:lsid:artportalen.se:Sighting:87296569",NA,NA,NA,"Artportalen","2847498054",NA,"urn:lsid:artportalen.se:Sighting:87296569","urn:lsid:dyntaxa.se:Taxon:208289","130983257","Anneli Kihl, Staffan Kihl",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Skogslyckevägens ändpunkt 100 m NO",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Södermanland","Huddinge","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289","foraging","218","218","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Aeshna cyanea",16.438891,57.122817,"cdround,gass84","gbif","2847498160","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:20.370+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,125,NA,2020,8,8,2020-08-08,"2020-08-08T20:56:21.000+0000","2020-09-30T07:23:20.370+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Elisabeth Shahin Vidmark","urn:lsid:artportalen.se:Sighting:87355815",NA,NA,NA,"Artportalen","2847498160",NA,"urn:lsid:artportalen.se:Sighting:87355815","urn:lsid:dyntaxa.se:Taxon:208289","130805586","Elisabeth Shahin Vidmark",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Mönsterås kommun norra",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae","Flög över dammen före lunch.","More information can be obtained from the Data Provider.","Småland","Mönsterås","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"221","221","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Aeshna cyanea",11.943129,57.691963,"gass84","gbif","2847500225","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:15.185+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,100,NA,2020,8,9,2020-08-09,"2020-08-10T19:12:16.000+0000","2020-09-30T07:23:15.185+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Tina Widén","urn:lsid:artportalen.se:Sighting:87394243",NA,NA,NA,"Artportalen","2847500225",NA,"urn:lsid:artportalen.se:Sighting:87394243","urn:lsid:dyntaxa.se:Taxon:208289","130837965","Tina Widén",NA,"ArtDatabanken",NA,"09:50:00 - 15:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Observatoriet",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Västergötland","Göteborg","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"222","222","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Aeshna cyanea",14.722417,59.26706,"gass84","gbif","2847508396","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:20.496+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,250,NA,2020,8,15,2020-08-15,"2020-08-15T19:46:41.000+0000","2020-09-30T07:23:20.496+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Per Karlsson Linderum","urn:lsid:artportalen.se:Sighting:87475440",NA,NA,NA,"Artportalen","2847508396",NA,"urn:lsid:artportalen.se:Sighting:87475440","urn:lsid:dyntaxa.se:Taxon:208289","130916863","Per Karlsson Linderum",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Holmsjön",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Närke","Karlskoga","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"228","228","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Aeshna cyanea",15.561785,58.415047,"gass84","gbif","2847511507","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:19.969+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,50,NA,2020,8,20,2020-08-20,"2020-08-20T13:10:48.000+0000","2020-09-30T07:23:19.969+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Urban Friberg","urn:lsid:artportalen.se:Sighting:87553641",NA,NA,NA,"Artportalen","2847511507",NA,"urn:lsid:artportalen.se:Sighting:87553641","urn:lsid:dyntaxa.se:Taxon:208289","131040526","Urban Friberg",NA,"ArtDatabanken",NA,"12:30:00 - 12:30:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Ellen Keys gata",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Östergötland","Linköping","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"233","233","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Aeshna cyanea",15.375277,59.160273,"cdround,gass84","gbif","2847512579","Aeshna cyanea Müller, 1764","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-30T02:45:11.426+0000","2020-09-30T07:23:11.884+0000",247,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,100,NA,2020,8,22,2020-08-22,"2020-08-22T13:02:17.000+0000","2020-09-30T07:23:11.884+0000",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","Per Karlsson Linderum","urn:lsid:artportalen.se:Sighting:87589837",NA,NA,NA,"Artportalen","2847512579",NA,"urn:lsid:artportalen.se:Sighting:87589837","urn:lsid:dyntaxa.se:Taxon:208289","131074452","Per Karlsson Linderum",NA,"ArtDatabanken",NA,"00:00:00 - 00:00:00",NA,NA,NA,"EUROPE","blågrön mosaikslända",NA,"Damm, O Fornskinnsmossen",NA,"Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"More information can be obtained from the Data Provider.","Närke","Örebro","Unvalidated","Swedish","Occurrence","urn:lsid:dyntaxa.se:Taxon:208289",NA,"235","235","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
