"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","datasetName","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","recordedBy","http://unknown.org/occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","individualCount","continent","vernacularName","dataGeneralizations","locality","samplingProtocol","higherClassification","occurrenceRemarks","informationWithheld","county","municipality","identificationVerificationStatus","language","type","taxonConceptID","behavior","endDayOfYear","startDayOfYear","datasetID","accessRights","sex","lifeStage","identificationRemarks","dynamicProperties","associatedReferences","locationID","fieldNotes","footprintWKT","habitat","elevation","coordinatePrecision","eventID","originalNameUsage","nameAccordingTo","elevationAccuracy","projectId","nomenclaturalCode","georeferenceRemarks","eventRemarks","parentEventID","institutionID","ownerInstitutionCode"
"1985","Aeshna cyanea",5.565013,51.472881,"cdround,gass84","gbif","2620064648","Aeshna cyanea Müller, 1764","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:39:40.234+0000",233,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED","2020-05-03T12:10:57",838,"Noord-Brabant",2019,6,30,2019-06-30,"2020-05-03T12:30:01.000+0000","2020-09-27T12:39:40.234+0000","https://www.inaturalist.org/observations/44715855","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","NL","Netherlands","Erwin Sieben","44715855","erwinsieben","2019/06/30 9:23 PM SAST","iNaturalist research-grade observations","Observations","2620064648","Nuenen, Netherlands","https://www.inaturalist.org/observations/44715855","52519","44715855","Erwin Sieben","https://www.inaturalist.org/observations/44715855","iNaturalist","© Erwin Sieben some rights reserved","19:23:00Z","Erwin Sieben","100434490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","Aeshna cyanea",6.165673,51.150311,"cdround,osiic","gbif","2834130178","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:44.228+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,25,NA,2019,6,29,2019-06-29,"2019-07-01T00:00:00.000+0000","2020-09-05T06:45:44.228+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.175452163","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","Stichting Natuurinformatie","175452163@OBS",NA,NA,NA,"Observations","2834130178",NA,"https://observation.org/observation/175452163",NA,"OBS.175452163",NA,NA,NA,NA,"12:14",NA,NA,1,"EUROPE","Southern Hawker",NA,"BRD - NSG Helpensteiner Bachtal, oberes Schaagbachtal und Petersholz",NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","Aeshna cyanea",0.327881,47.240375,"cdround,osiic","gbif","2836889150","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:59.934+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,10,NA,2019,6,30,2019-06-30,"2019-08-05T00:00:00.000+0000","2020-09-05T06:44:59.934+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.175451428","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","Stichting Natuurinformatie","175451428@OBS",NA,NA,NA,"Observations","2836889150",NA,"https://observation.org/observation/175451428",NA,"OBS.175451428",NA,NA,NA,NA,"09:09",NA,NA,1,"EUROPE","Southern Hawker",NA,"France - Saint-Benoît-la-Forêt","seen","Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","Aeshna cyanea",6.922526,51.450272,"cdround,osiic","gbif","2836911806","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:35.771+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,25,NA,2019,6,20,2019-06-20,"2019-06-20T00:00:00.000+0000","2020-09-05T06:44:35.771+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.174824675","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","Stichting Natuurinformatie","174824675@OBS",NA,NA,NA,"Observations","2836911806",NA,"https://observation.org/observation/174824675",NA,"OBS.174824675",NA,NA,NA,NA,"11:38",NA,NA,1,"EUROPE","Southern Hawker",NA,"BRD - MH Mülheim an der Ruhr (Kreisfreie Stadt)","seen","Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028","Aeshna cyanea",7.241371,50.657874,"cdround,osiic","gbif","2838159196","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:00.350+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,10,NA,2019,6,24,2019-06-24,"2019-06-24T00:00:00.000+0000","2020-09-05T06:45:00.350+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.175098143","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","Stichting Natuurinformatie","175098143@OBS",NA,NA,NA,"Observations","2838159196",NA,"https://observation.org/observation/175098143",NA,"OBS.175098143",NA,NA,NA,NA,NA,NA,NA,1,"EUROPE","Southern Hawker",NA,"BRD - NSG Siebengebirge <SU>",NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040","Aeshna cyanea",7.235799,50.656289,"cdround,osiic","gbif","2841636254","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:43.000+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,10,NA,2019,6,27,2019-06-27,"2019-06-27T00:00:00.000+0000","2020-09-05T06:45:43.000+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.175297018","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","Stichting Natuurinformatie","175297018@OBS",NA,NA,NA,"Observations","2841636254",NA,"https://observation.org/observation/175297018",NA,"OBS.175297018",NA,NA,NA,NA,NA,NA,NA,1,"EUROPE","Southern Hawker",NA,"BRD - NSG Siebengebirge <SU>",NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2042","Aeshna cyanea",6.211687,50.894043,"cdround,osiic","gbif","2841651703","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:00.626+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,100,NA,2019,6,20,2019-06-20,"2019-06-20T00:00:00.000+0000","2020-09-05T06:45:00.626+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.174808986","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","Stichting Natuurinformatie","174808986@OBS",NA,NA,NA,"Observations","2841651703",NA,"https://observation.org/observation/174808986",NA,"OBS.174808986",NA,NA,NA,NA,NA,NA,NA,1,"EUROPE","Southern Hawker",NA,"BRD - NSG Bergsenkungsgebiet Bettendorfer Fließ","seen","Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048","Aeshna cyanea",13.07269,47.803727,"cdround,osiic","gbif","2841752020","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:44:53.585+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,25,NA,2019,6,22,2019-06-22,"2019-06-25T00:00:00.000+0000","2020-09-05T06:44:53.585+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.174937440","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","AT","Austria","Stichting Natuurinformatie","174937440@OBS",NA,NA,NA,"Observations","2841752020",NA,"https://observation.org/observation/174937440",NA,"OBS.174937440",NA,NA,NA,NA,NA,NA,NA,1,"EUROPE","Southern Hawker",NA,"Austria - Salzburg-Stadt",NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2058","Aeshna cyanea",13.244906,46.68844,"cdround,osiic","gbif","2842353565","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:21.796+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,25,NA,2019,6,16,2019-06-16,"2019-06-18T00:00:00.000+0000","2020-09-05T06:45:21.796+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.174600287","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","AT","Austria","Stichting Natuurinformatie","174600287@OBS",NA,NA,NA,"Observations","2842353565",NA,"https://observation.org/observation/174600287",NA,"OBS.174600287",NA,NA,NA,NA,"22:17",NA,NA,1,"EUROPE","Southern Hawker",NA,"Austria - Gitschtal",NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066","Aeshna cyanea",11.053998,47.613304,"cdround,osiic","gbif","2842474206","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:18.621+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,25,NA,2019,6,25,2019-06-25,"2019-07-08T00:00:00.000+0000","2020-09-05T06:45:18.621+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.175239615","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","Stichting Natuurinformatie","175239615@OBS",NA,NA,NA,"Observations","2842474206",NA,"https://observation.org/observation/175239615",NA,"OBS.175239615",NA,NA,NA,NA,"11:42",NA,NA,1,"EUROPE","Southern Hawker",NA,"BRD - Garmisch-Partenkirchen (Landkreis)",NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079","Aeshna cyanea",7.232462,50.654935,"cdround,osiic","gbif","2844639350","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:36.676+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,10,NA,2019,6,27,2019-06-27,"2019-06-27T00:00:00.000+0000","2020-09-05T06:45:36.676+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.175297007","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","Stichting Natuurinformatie","175297007@OBS",NA,NA,NA,"Observations","2844639350",NA,"https://observation.org/observation/175297007",NA,"OBS.175297007",NA,NA,NA,NA,NA,NA,NA,1,"EUROPE","Southern Hawker",NA,"BRD - NSG Siebengebirge <SU>",NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085","Aeshna cyanea",7.235552,50.656096,"cdround,osiic","gbif","2844977052","Aeshna cyanea Müller, 1764","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+0000","2020-09-05T06:45:24.124+0000",80,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,10,NA,2019,6,24,2019-06-24,"2019-06-24T00:00:00.000+0000","2020-09-05T06:45:24.124+0000","https://data.biodiversitydata.nl/obsint/observation/OBS.175098155","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","DE","Germany","Stichting Natuurinformatie","175098155@OBS",NA,NA,NA,"Observations","2844977052",NA,"https://observation.org/observation/175098155",NA,"OBS.175098155",NA,NA,NA,NA,NA,NA,NA,1,"EUROPE","Southern Hawker",NA,"BRD - NSG Siebengebirge <SU>",NA,"Animalia|DARNERS_AESHNIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092","Aeshna cyanea",13.24,46.69,"bri,cudc,gass84","gbif","2852090345","Aeshna cyanea Müller, 1764","882d105b-fa99-4c3b-a736-b43674ce91f3","7a070ba0-bafb-11d9-8e53-b8a03c50a862","6032a3a0-f762-11e1-a439-00145eb45e9a","AT","BIOCASE","2020-09-03T09:40:40.622+0000","2020-09-05T09:07:13.646+0000",130,"UNKNOWN","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,25,NA,2019,6,16,2019-06-16,NA,"2020-09-05T09:07:13.646+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","AT","Austria",NA,NA,NA,NA,NA,"Biodiversitätsdatenbank des Landes Salzburg","2852090345",NA,NA,NA,"2372758",NA,NA,"Biodiversitätsdatenbank des Landes Salzburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094","Aeshna cyanea",11.4,48.75,"bri,cudc,gass84","gbif","2852726281","Aeshna cyanea Müller, 1764","882d105b-fa99-4c3b-a736-b43674ce91f3","7a070ba0-bafb-11d9-8e53-b8a03c50a862","6032a3a0-f762-11e1-a439-00145eb45e9a","AT","BIOCASE","2020-09-03T09:40:40.622+0000","2020-09-05T09:07:24.916+0000",130,"UNKNOWN","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,12,NA,2019,6,29,2019-06-29,NA,"2020-09-05T09:07:24.916+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,NA,NA,NA,NA,"Biodiversitätsdatenbank des Landes Salzburg","2852726281",NA,NA,NA,"2351603",NA,NA,"Biodiversitätsdatenbank des Landes Salzburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112","Aeshna cyanea",14.249497,50.940186,"cdround,gass84","gbif","2279939132","Aeshna cyanea Müller, 1764","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:28.802+0000",138,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,25,NA,2019,7,6,2019-07-06,NA,"2020-09-02T07:22:28.802+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,NA,NA,NA,NA,"naturgucker","2279939132",NA,NA,NA,"-1231739610","-238942269",NA,"naturgucker",NA,NA,NA,NA,NA,NA,NA,NA,"Lichtenhainer Wasserfall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","Aeshna cyanea",10.007194,53.684624,"cdround,gass84","gbif","2279939133","Aeshna cyanea Müller, 1764","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:57.474+0000",138,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,250,NA,2019,7,13,2019-07-13,NA,"2020-09-02T07:22:57.474+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,NA,NA,NA,NA,"naturgucker","2279939133",NA,NA,NA,"1870871039","-1484491053",NA,"naturgucker",NA,NA,NA,NA,NA,NA,NA,NA,"Norderstedt, Holunderweg / Garten und Umgebung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","Aeshna cyanea",9.047799,50.016426,"cdround,gass84","gbif","2279942297","Aeshna cyanea Müller, 1764","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:49.983+0000",138,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,250,NA,2019,7,3,2019-07-03,NA,"2020-09-02T07:22:49.983+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,NA,NA,NA,NA,"naturgucker","2279942297",NA,NA,NA,"-225775592","1542881172",NA,"naturgucker",NA,NA,NA,NA,NA,NA,NA,NA,"LBV Naturerlebnisgarten, Sport- u. Freizeitgelände",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115","Aeshna cyanea",9.047799,50.016426,"cdround,gass84","gbif","2280018074","Aeshna cyanea Müller, 1764","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:23:10.215+0000",138,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,250,NA,2019,7,3,2019-07-03,NA,"2020-09-02T07:23:10.215+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,NA,NA,NA,NA,"naturgucker","2280018074",NA,NA,NA,"-1487907533","-264761682",NA,"naturgucker",NA,NA,NA,NA,NA,NA,NA,NA,"LBV Naturerlebnisgarten, Sport- u. Freizeitgelände",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116","Aeshna cyanea",10.007194,53.684624,"cdround,gass84","gbif","2280152017","Aeshna cyanea Müller, 1764","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:26.672+0000",138,"HUMAN_OBSERVATION","PRESENT",1425240,1,54,216,789,4209,1425165,1425240,1425240,"Aeshna cyanea Müller, 1764","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna cyanea","Aeshna","cyanea","SPECIES","ACCEPTED",NA,250,NA,2019,7,8,2019-07-08,NA,"2020-09-02T07:22:26.672+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,NA,NA,NA,NA,"naturgucker","2280152017",NA,NA,NA,"1102137901","-1484491053",NA,"naturgucker",NA,NA,NA,NA,NA,NA,NA,NA,"Norderstedt, Holunderweg / Garten und Umgebung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
